pid,pre,post,full,n_pre_obs,n_pre_T,pre_flips
095485140995596|80001|2,TTTT,TTTT,TTTT-TTTT,4,4,0
095503360970498|81001|2,TTT.,NNN.,TTT.-NNN.,3,3,0
095570190779397|80001|1,TTTT,TTTT,TTTT-TTTT,4,4,0
095570490959397|80001|1,TTTT,TTTT,TTTT-TTTT,4,4,0
095570890969397|80001|2,TTTT,TTTT,TTTT-TTTT,4,4,0
095571850019307|79001|2,TTTT,TTTN,TTTT-TTTN,4,4,0
095572530799397|82001|2,TTTT,....,TTTT-....,4,4,0
095833190994999|80001|2,TTTT,TTTT,TTTT-TTTT,4,4,0
095833190994999|81001|2,TTTT,TTTT,TTTT-TTTT,4,4,0
095903402031138|83001|1,TTTT,....,TTTT-....,4,4,0
095906106065609|83001|1,TTT.,....,TTT.-....,3,3,0
095926702037299|83001|1,TTT.,....,TTT.-....,3,3,0
095928606048689|79001|2,ETTT,EEEE,ETTT-EEEE,4,3,1
095931304092696|81001|1,TTTT,TTTT,TTTT-TTTT,4,4,0
095941009009688|82001|2,TTTT,TTTT,TTTT-TTTT,4,4,0
095942570791893|80001|2,TTTT,TTTT,TTTT-TTTT,4,4,0
095943100691893|81001|1,NNTT,EEEE,NNTT-EEEE,4,2,1
095945307097926|81001|1,TTTT,TTTT,TTTT-TTTT,4,4,0
095951007074946|83001|2,TTTT,....,TTTT-....,4,4,0
095953007074648|83001|1,EUET,....,EUET-....,4,1,3
095956707017929|82001|2,ETTN,....,ETTN-....,4,2,2
095958200031829|80001|1,TTTT,TTTT,TTTT-TTTT,4,4,0
095958200031829|80001|3,NTTN,TTTT,NTTN-TTTT,4,2,2
095962604093159|82001|1,TTTT,T...,TTTT-T...,4,4,0
095964502052147|83001|2,TTTT,....,TTTT-....,4,4,0
095966902076179|79001|2,TTTT,TTTT,TTTT-TTTT,4,4,0
095968902076479|82001|2,TTTT,....,TTTT-....,4,4,0
095994170999795|81001|1,TTTT,TT..,TTTT-TT..,4,4,0
096013184380080|83001|1,T...,....,T...-....,1,1,0
096022470350550|83001|2,TTTT,....,TTTT-....,4,4,0
096564580995299|80001|2,TTTT,EEE.,TTTT-EEE.,4,4,0
096622600112506|81001|2,TTTT,....,TTTT-....,4,4,0
096623230782596|83001|1,TTTT,....,TTTT-....,4,4,0
096623830752596|80001|2,TTTT,TTTT,TTTT-TTTT,4,4,0
096626705042636|83001|1,TTT.,....,TTT.-....,3,3,0
096674780697490|79001|2,TTTT,TTTT,TTTT-TTTT,4,4,0
096724705042632|80001|1,TT..,EEEE,TT..-EEEE,2,2,0
096724705042632|82001|3,TTTT,T...,TTTT-T...,4,4,0
096804502082619|83001|2,TTTT,....,TTTT-....,4,4,0
096902502082614|81001|2,TTTT,TTTT,TTTT-TTTT,4,4,0
096907502082613|83001|1,TT..,....,TT..-....,2,2,0
096913170993093|81001|2,TTTT,TTTT,TTTT-TTTT,4,4,0
096913170993093|83001|2,TTTT,....,TTTT-....,4,4,0
096913907065475|83001|1,TEEU,....,TEEU-....,4,1,2
096913907065475|83001|3,TTTT,....,TTTT-....,4,4,0
096923705042636|82001|1,TTTT,EE..,TTTT-EE..,4,4,0
096932502004699|80001|3,TTTT,....,TTTT-....,4,4,0
096938007013449|79001|2,TTTT,....,TTTT-....,4,4,0
096938007013449|83001|1,T...,....,T...-....,1,1,0
096941605051495|82001|2,TTTT,TTTT,TTTT-TTTT,4,4,0
096958309069234|82001|2,T...,....,T...-....,1,1,0
096973007054681|83001|1,TTTT,....,TTTT-....,4,4,0
096977007054888|80001|2,TTTT,TTTT,TTTT-TTTT,4,4,0
097028145480680|79001|2,TTTT,TTTT,TTTT-TTTT,4,4,0
097028145480680|82001|1,TTTT,....,TTTT-....,4,4,0
097063780699097|79001|1,TTTT,TTTT,TTTT-TTTT,4,4,0
097064450989097|83001|1,TTTT,....,TTTT-....,4,4,0
097065550949097|82001|2,TTNT,....,TTNT-....,4,3,2
097193890969494|79001|1,ETTT,....,ETTT-....,4,3,1
097204750696791|83001|1,TT..,....,TT..-....,2,2,0
097211190998398|81001|2,TTTT,TTTT,TTTT-TTTT,4,4,0
097485310999195|80001|1,NENT,NNNN,NENT-NNNN,4,1,3
097604900019688|81001|1,TTTT,TTTT,TTTT-TTTT,4,4,0
097604900019688|81001|2,TTTT,TTTT,TTTT-TTTT,4,4,0
097703900019681|82001|1,TTTT,ET..,TTTT-ET..,4,4,0
097705900019686|81001|3,TTTT,ETTT,TTTT-ETTT,4,4,0
097782300995392|83001|1,TUTT,....,TUTT-....,4,3,2
097794509018644|82001|1,TNTN,....,TNTN-....,4,2,3
097794509018644|82001|2,TTTT,....,TTTT-....,4,4,0
097892509018649|82001|1,EEET,EEE.,EEET-EEE.,4,1,1
097903603076638|83001|1,TNTU,....,TNTU-....,4,2,3
097904308016487|83001|1,TT..,....,TT..-....,2,2,0
097904706046899|82001|1,TTTT,N...,TTTT-N...,4,4,0
097908900019682|82001|2,TTTT,....,TTTT-....,4,4,0
097914504077647|83001|1,TTTT,....,TTTT-....,4,4,0
097918406052679|79001|1,TTTT,TTTT,TTTT-TTTT,4,4,0
097928707094179|82001|1,TTTT,....,TTTT-....,4,4,0
097928707094179|82001|2,TTTT,....,TTTT-....,4,4,0
097973400095118|83001|1,TTTT,....,TTTT-....,4,4,0
097982304098939|82001|1,TTTT,TTT.,TTTT-TTT.,4,4,0
097982904047937|87001|2,T...,....,T...-....,1,1,0
097986708055589|80001|1,TTTT,TTTT,TTTT-TTTT,4,4,0
097986708055589|83001|2,TTT.,....,TTT.-....,3,3,0
097993509018648|82001|1,TTTT,TT..,TTTT-TT..,4,4,0
098070120991590|80001|2,TTTT,TTTT,TTTT-TTTT,4,4,0
098354220981290|87001|1,T...,....,T...-....,1,1,0
098683390996891|80001|2,TTUE,....,TTUE-....,4,2,2
098913905090838|81001|1,TEEE,EEEE,TEEE-EEEE,4,1,1
098916905090939|79001|2,TTTT,TTTT,TTTT-TTTT,4,4,0
098922610694295|81001|1,TTTT,....,TTTT-....,4,4,0
098922610694295|82001|2,TTTT,....,TTTT-....,4,4,0
098928207094829|81001|1,TTTT,TTTT,TTTT-TTTT,4,4,0
098928207094829|83001|2,T...,....,T...-....,1,1,0
098942400058659|81001|1,T.T.,TTTT,T.T.-TTTT,2,2,0
098951205078108|80001|1,TTTT,TTTT,TTTT-TTTT,4,4,0
098968604057119|83001|1,T...,....,T...-....,1,1,0
098981705046668|81001|2,TTTT,TTTT,TTTT-TTTT,4,4,0
098981705046668|82001|2,TTTT,TTTT,TTTT-TTTT,4,4,0
098992508015967|83001|1,TTTT,....,TTTT-....,4,4,0
098997206065988|83001|1,TT..,....,TT..-....,2,2,0
098998702003654|79001|1,TTTT,TTTT,TTTT-TTTT,4,4,0
099035510798699|80001|1,UUUT,....,UUUT-....,4,1,1
099048127480040|80001|1,NNNT,NNNN,NNNT-NNNN,4,1,1
099048227430040|82001|2,TNNN,EE..,TNNN-EE..,4,1,1
099048227430040|83001|1,TTEE,....,TTEE-....,4,2,1
099048227430040|83001|2,TTTT,....,TTTT-....,4,4,0
099049129320670|83001|2,TTTT,....,TTTT-....,4,4,0
099077117160590|79001|1,TTTT,TTTT,TTTT-TTTT,4,4,0
099090951220654|80001|1,TTTT,TTTT,TTTT-TTTT,4,4,0
099100998080654|83001|2,TNNN,....,TNNN-....,4,1,1
099140187620652|80001|2,TTTT,ETTT,TTTT-ETTT,4,4,0
099150183390751|83001|1,UTT.,....,UTT.-....,3,2,1
099163390999492|82001|2,TTTT,TT..,TTTT-TT..,4,4,0
099200066300655|82001|1,TTTT,....,TTTT-....,4,4,0
099250315480635|82001|1,TTTT,TT..,TTTT-TT..,4,4,0
099270459680634|83001|1,NNTT,....,NNTT-....,4,2,1
099310418210635|82001|2,NTTT,TT..,NTTT-TT..,4,3,1
099370988430655|81001|1,TTTT,TTTT,TTTT-TTTT,4,4,0
099390109630975|83001|1,TT..,....,TT..-....,2,2,0
099390918420915|83001|1,TTTT,....,TTTT-....,4,4,0
099400011530653|82001|2,TTTT,....,TTTT-....,4,4,0
099400011530653|83001|2,TTTT,....,TTTT-....,4,4,0
099400358940914|81001|2,ETTT,TTTT,ETTT-TTTT,4,3,1
099420785180644|81001|1,TTTT,TTTT,TTTT-TTTT,4,4,0
099450301230675|83001|2,TT..,....,TT..-....,2,2,0
099480780600913|83001|1,EE.T,....,EE.T-....,3,1,1
099520432850633|80001|3,TTTT,TTTT,TTTT-TTTT,4,4,0
099520784430912|81001|1,TTTT,EEEE,TTTT-EEEE,4,4,0
099550365970673|82001|2,TTTT,....,TTTT-....,4,4,0
099550565050715|81001|1,TTTT,TTTT,TTTT-TTTT,4,4,0
099600390240635|82001|1,TTTT,TT..,TTTT-TT..,4,4,0
099660425370973|81001|1,TTTT,.TTT,TTTT-.TTT,4,4,0
099660425370973|81001|2,EEET,.TTT,EEET-.TTT,4,1,1
099674260013203|83001|2,TTTT,....,TTTT-....,4,4,0
099680127830655|82001|2,TTTT,....,TTTT-....,4,4,0
099690256620955|80001|1,TTTT,TTTE,TTTT-TTTE,4,4,0
099700892770674|83001|1,TT..,....,TT..-....,2,2,0
099750157720951|80001|3,TTTT,....,TTTT-....,4,4,0
099770924770754|83001|1,TTTT,....,TTTT-....,4,4,0
099770924770754|83001|2,TTTT,....,TTTT-....,4,4,0
099870838580974|81001|1,TTTT,TTTT,TTTT-TTTT,4,4,0
099910910630952|83001|2,TTTT,....,TTTT-....,4,4,0
099932305043199|81001|1,TTTT,EENE,TTTT-EENE,4,4,0
099932305043199|81001|2,TTTT,TTNN,TTTT-TTNN,4,4,0
099932305043199|82001|2,TTTT,E...,TTTT-E...,4,4,0
099944903062647|81001|2,TTTT,TTTT,TTTT-TTTT,4,4,0
099944903062647|82001|1,TTTT,T...,TTTT-T...,4,4,0
099944903062647|83001|3,TNTT,....,TNTT-....,4,3,2
099946903062447|81001|2,TNNT,NNNN,TNNT-NNNN,4,2,2
099950986560715|80001|1,TTTT,TTTT,TTTT-TTTT,4,4,0
099950986560715|80001|2,TTTT,TTTT,TTTT-TTTT,4,4,0
099950986560715|80001|3,NNTE,ENTE,NNTE-ENTE,4,1,2
099950986560715|83001|1,TTTN,....,TTTN-....,4,3,1
099960615770975|80001|1,TTTT,TTTT,TTTT-TTTT,4,4,0
099960615770975|81001|2,TTTT,TTTT,TTTT-TTTT,4,4,0
099960751770973|81001|1,TTTT,EEEE,TTTT-EEEE,4,4,0
099966502028549|81001|2,TTTT,TTTT,TTTT-TTTT,4,4,0
099973707001668|83001|2,TTTT,....,TTTT-....,4,4,0
099978400029899|83001|1,T...,....,T...-....,1,1,0
099991330991399|82001|2,EENT,EN..,EENT-EN..,4,1,2
100008101061621|81001|2,TTTT,EEEE,TTTT-EEEE,4,4,0
100051207019251|83001|1,TTTT,....,TTTT-....,4,4,0
100206955130997|82001|1,TTTT,TTTT,TTTT-TTTT,4,4,0
100206955130997|83001|2,TTTT,....,TTTT-....,4,4,0
100207998506181|81001|1,TTTT,TTTT,TTTT-TTTT,4,4,0
100207998506181|81001|2,NTTT,EEEE,NTTT-EEEE,4,3,1
100209995287264|83001|1,TEEE,....,TEEE-....,4,1,1
100310940740209|80001|1,TTTT,TTTT,TTTT-TTTT,4,4,0
100310940740209|83001|2,TTTT,....,TTTT-....,4,4,0
100400021531018|80001|2,TTTT,TTTT,TTTT-TTTT,4,4,0
100400021531018|82001|1,TTTT,EEEE,TTTT-EEEE,4,4,0
100600005887119|83001|3,TTTE,....,TTTE-....,4,3,1
100600064277519|80001|2,TTTT,TTTT,TTTT-TTTT,4,4,0
100600064277519|82001|1,NTTT,NTNT,NTTT-NTNT,4,3,1
100600074034617|83001|2,TTTT,....,TTTT-....,4,4,0
100609697800149|81001|1,ETTT,UUEU,ETTT-UUEU,4,3,1
100609724831932|82001|2,TTTT,TTTT,TTTT-TTTT,4,4,0
100609840613681|80001|1,TTTT,....,TTTT-....,4,4,0
100609840613681|80001|2,TTTT,....,TTTT-....,4,4,0
100609905085986|82001|3,UUNT,TTTT,UUNT-TTTT,4,1,2
100609905849089|83001|2,TTTT,....,TTTT-....,4,4,0
100609908777685|82001|4,TTTT,EEEE,TTTT-EEEE,4,4,0
100609924067481|83001|1,TTTT,....,TTTT-....,4,4,0
100609951278184|83001|4,TTTT,....,TTTT-....,4,4,0
100609974061386|82001|1,TTTT,NNNN,TTTT-NNNN,4,4,0
100609978685486|81001|1,TT.T,TTTT,TT.T-TTTT,3,3,0
100643095928609|81001|1,NNTT,NNNN,NNTT-NNNN,4,2,1
100874094016709|81001|1,TTTT,TTTT,TTTT-TTTT,4,4,0
100907975257167|83001|1,TEEE,....,TEEE-....,4,1,1
100907996829581|80001|1,TTTT,...N,TTTT-...N,4,4,0
100907996829581|81001|2,TTTT,TTTT,TTTT-TTTT,4,4,0
100907996829581|82001|2,TTTT,NEEE,TTTT-NEEE,4,4,0
100909902188689|80001|2,TTTT,TTTT,TTTT-TTTT,4,4,0
100909902188689|81001|1,TTTT,TTTT,TTTT-TTTT,4,4,0
100909902188689|82001|1,NTTT,TTTT,NTTT-TTTT,4,3,1
100909924344065|80001|1,TTT.,TTTT,TTT.-TTTT,3,3,0
100909924593082|80001|1,TTTT,EEEE,TTTT-EEEE,4,4,0
100909962907966|83001|1,T...,....,T...-....,1,1,0
100921068247049|80001|3,TTTT,....,TTTT-....,4,4,0
100921068247049|81001|1,NNUT,TTUT,NNUT-TTUT,4,1,2
100965093517119|80001|2,TTTT,TTTT,TTTT-TTTT,4,4,0
100972065148609|83001|1,T...,....,T...-....,1,1,0
101000675104246|82001|2,TTTT,EEEE,TTTT-EEEE,4,4,0
101015307017271|82001|2,TTTT,....,TTTT-....,4,4,0
101037201008251|82001|1,TTTT,....,TTTT-....,4,4,0
101065202077021|82001|2,TTTT,....,TTTT-....,4,4,0
101075508095381|80001|1,TTTT,TTTT,TTTT-TTTT,4,4,0
101206979329898|83001|1,TTTT,....,TTTT-....,4,4,0
101206979329898|83001|2,TTTT,....,TTTT-....,4,4,0
101350160270309|82001|2,TTTT,....,TTTT-....,4,4,0
101450380701303|80001|2,TTTT,TTTT,TTTT-TTTT,4,4,0
101450380701303|81001|2,TTTT,TTTT,TTTT-TTTT,4,4,0
101603153890400|81001|1,TTNN,TTTT,TTNN-TTTT,4,2,1
101700401891069|82001|2,TTTT,....,TTTT-....,4,4,0
101700670894249|81001|2,TTTT,TTTT,TTTT-TTTT,4,4,0
101708294595964|82001|2,TTTT,TTTT,TTTT-TTTT,4,4,0
101902054896799|80001|2,TTTT,TTTT,TTTT-TTTT,4,4,0
101902500893256|83001|1,TTTT,....,TTTT-....,4,4,0
101903150590406|83001|1,TTTT,....,TTTT-....,4,4,0
101905165895831|82001|1,NTTT,TEEE,NTTT-TEEE,4,3,1
101963091905094|82001|1,TTTT,TTTT,TTTT-TTTT,4,4,0
101963094909094|82001|2,TTTT,....,TTTT-....,4,4,0
101963094909094|83001|1,TTTT,....,TTTT-....,4,4,0
102023803072351|81001|1,TTTT,TTTT,TTTT-TTTT,4,4,0
102023803072351|82001|1,TTTT,TT..,TTTT-TT..,4,4,0
102023803072351|82001|2,TTTT,TT..,TTTT-TT..,4,4,0
102047502048341|81001|1,EETT,....,EETT-....,4,2,1
102097607050391|79001|2,TTTT,TTTT,TTTT-TTTT,4,4,0
102247057001708|82001|2,TTTT,....,TTTT-....,4,4,0
102301015409164|81001|2,TTTT,TTTT,TTTT-TTTT,4,4,0
102330950960101|80001|1,TTTT,....,TTTT-....,4,4,0
102350820980202|87001|2,T...,....,T...-....,1,1,0
102542012909877|81001|2,TTTT,....,TTTT-....,4,4,0
102542012909877|83001|3,TEET,....,TEET-....,4,2,2
102600033997103|83001|2,TTTT,....,TTTT-....,4,4,0
102600673994240|82001|2,TTTT,TTT.,TTTT-TTT.,4,4,0
102607572997967|83001|1,TTTE,....,TTTE-....,4,3,1
102674046909791|82001|2,TTTT,....,TTTT-....,4,4,0
102702792995967|83001|2,TTTU,....,TTTU-....,4,3,1
102703020993459|83001|1,TTTT,....,TTTT-....,4,4,0
102703020993459|87001|1,T...,....,T...-....,1,1,0
102706313996943|82001|1,TTTT,TTT.,TTTT-TTT.,4,4,0
102708533998943|83001|1,TTNN,....,TTNN-....,4,2,1
102902012996109|81001|1,TTTT,TTTT,TTTT-TTTT,4,4,0
102902164294988|80001|2,TTTT,TTTT,TTTT-TTTT,4,4,0
102902164294988|82001|1,TTTT,TTT.,TTTT-TTT.,4,4,0
102902164294988|83001|1,T...,....,T...-....,1,1,0
102902164294988|83001|2,T...,....,T...-....,1,1,0
102903025993454|80001|1,ETNE,EEEE,ETNE-EEEE,4,1,3
102903025993454|80001|4,TNTE,TTTT,TNTE-TTTT,4,2,3
102903155990401|80001|2,TTTT,TTTT,TTTT-TTTT,4,4,0
102904672997947|83001|2,TUTU,....,TUTU-....,4,2,3
102905333997099|80001|1,TTTT,TNTT,TTTT-TNTT,4,4,0
102905501995232|80001|1,TTTT,EEEN,TTTT-EEEN,4,4,0
102905893995668|81001|2,TTTT,TTTT,TTTT-TTTT,4,4,0
102906313996940|80001|1,TEEN,NNNN,TEEN-NNNN,4,1,2
102909210999105|83001|1,TTTT,....,TTTT-....,4,4,0
102909473999499|80261|1,TTTT,....,TTTT-....,4,4,0
102909473999499|83001|2,TTTT,....,TTTT-....,4,4,0
103220520470105|80001|2,TTTT,TTTN,TTTT-TTTN,4,4,0
103260420380102|87001|1,T...,....,T...-....,1,1,0
103601145948750|82001|1,TTTT,....,TTTT-....,4,4,0
103601145948750|83001|1,TTTT,....,TTTT-....,4,4,0
103603072909664|83001|2,TTTT,....,TTTT-....,4,4,0
103705894895665|82001|1,TTTT,TT..,TTTT-TT..,4,4,0
103757045908292|81001|1,TTTT,TTTT,TTTT-TTTT,4,4,0
103900671384241|81001|1,ETTE,EEEE,ETTE-EEEE,4,2,2
103903023393452|82001|1,TTTT,TT..,TTTT-TT..,4,4,0
103906130696401|81001|2,TTTT,TTTT,TTTT-TTTT,4,4,0
104033901061361|80001|2,TTTT,TTTT,TTTT-TTTT,4,4,0
104056803091381|81001|1,T...,TT..,T...-TT..,1,1,0
104063207041601|80001|1,TTTT,TTTT,TTTT-TTTT,4,4,0
104077309085871|79001|1,TTTT,TTTT,TTTT-TTTT,4,4,0
104084502015212|82001|2,EETT,....,EETT-....,4,2,1
104340560120203|81001|1,TTUU,NNNN,TTUU-NNNN,4,2,1
104580140990308|82001|2,NNNT,N...,NNNT-N...,4,1,1
104606274999056|83001|1,TTTT,....,TTTT-....,4,4,0
104609785995274|83001|1,TTTT,....,TTTT-....,4,4,0
104609785995274|83001|2,TTTT,....,TTTT-....,4,4,0
104703025993450|83001|2,TTTT,....,TTTT-....,4,4,0
104707645992873|83001|1,UTTT,....,UTTT-....,4,3,1
104708265994313|81001|1,TTTT,TTTT,TTTT-TTTT,4,4,0
104929220619405|81001|1,TTTT,TTTT,TTTT-TTTT,4,4,0
105001101105356|82001|1,TTTT,....,TTTT-....,4,4,0
105001101105356|82001|2,TTTT,....,TTTT-....,4,4,0
105001484105400|83001|1,TT..,....,TT..-....,2,2,0
105004134105088|81001|2,TTTT,EEEE,TTTT-EEEE,4,4,0
105004134105088|82001|2,TTTT,....,TTTT-....,4,4,0
105007573107960|81001|1,TTTT,TTTT,TTTT-TTTT,4,4,0
105033903046201|83001|1,TTTT,....,TTTT-....,4,4,0
105091207020201|83001|1,TTTT,....,TTTT-....,4,4,0
105091207020201|83001|2,TTTT,....,TTTT-....,4,4,0
105101102105357|83001|2,TTTT,....,TTTT-....,4,4,0
105708263894313|81001|1,NTNN,NNNN,NTNN-NNNN,4,1,2
105779097908291|81001|3,TEE.,EE..,TEE.-EE..,3,1,1
105900032897104|81001|1,EETT,....,EETT-....,4,2,1
105900032897104|83001|2,TTTT,....,TTTT-....,4,4,0
105900671894246|80001|1,TT.T,TTTT,TT.T-TTTT,3,3,0
105903023893452|81001|2,TTTT,TTTT,TTTT-TTTT,4,4,0
105905160395836|80001|3,TTTT,EEEE,TTTT-EEEE,4,4,0
105908262894315|81001|1,TTTT,TTTT,TTTT-TTTT,4,4,0
105969220679109|82001|1,TTTT,TTT.,TTTT-TTT.,4,4,0
106021806053851|83001|2,TTTT,....,TTTT-....,4,4,0
106065008094231|82001|1,TNNN,....,TNNN-....,4,1,1
106309060059303|83001|2,TTT.,....,TTT.-....,3,3,0
106350820980302|82001|2,TTTT,TTT.,TTTT-TTT.,4,4,0
106602053996795|79001|1,TT..,.TTT,TT..-.TTT,2,2,0
106604930996755|79001|1,TTTT,TTTT,TTTT-TTTT,4,4,0
106702500993258|80001|2,TTTT,TTTT,TTTT-TTTT,4,4,0
106702524999095|79001|2,TTTT,TTTT,TTTT-TTTT,4,4,0
106900223994317|80001|1,EENT,EEEE,EENT-EEEE,4,1,2
106901142998759|81001|2,TTTT,....,TTTT-....,4,4,0
106901143998754|80001|2,TTTT,TTTT,TTTT-TTTT,4,4,0
106901755792595|83001|1,TTT.,....,TTT.-....,3,3,0
106902675991281|81001|1,TTT.,....,TTT.-....,3,3,0
106904952798416|81001|2,TTTT,....,TTTT-....,4,4,0
106906684993648|81001|2,TTTT,TTTT,TTTT-TTTT,4,4,0
106907642992874|79001|2,TTTT,NNNN,TTTT-NNNN,4,4,0
106907642992874|82001|1,ETEE,....,ETEE-....,4,1,2
106908262994314|83001|1,TTT.,....,TTT.-....,3,3,0
106909314996857|83001|2,ETE.,....,ETE.-....,3,1,2
106909493996291|79001|2,TTTT,TTTT,TTTT-TTTT,4,4,0
106909493996291|81001|2,TTTT,TTTT,TTTT-TTTT,4,4,0
106909783995271|79001|2,TTTT,TTTT,TTTT-TTTT,4,4,0
106909904998857|83001|1,TEU.,....,TEU.-....,3,1,2
106980260950006|79001|1,TTTT,....,TTTT-....,4,4,0
107000031107100|79001|2,TTTT,TTTT,TTTT-TTTT,4,4,0
107015406052271|81001|1,TTEE,NNNN,TTEE-NNNN,4,2,1
107017709013661|82001|2,TTTT,....,TTTT-....,4,4,0
107087904047531|79001|2,TTTT,EEET,TTTT-EEET,4,4,0
107608265944310|83001|1,TT..,....,TT..-....,2,2,0
107608533948943|80001|1,TTTT,NTNE,TTTT-NTNE,4,4,0
107902053696799|82001|1,TTTT,....,TTTT-....,4,4,0
107903021883455|79001|2,T...,....,T...-....,1,1,0
107903021883455|81001|1,TT..,.NNN,TT..-.NNN,2,2,0
107904952598416|79001|2,TTTT,TTTT,TTTT-TTTT,4,4,0
107906130696406|81001|2,TTTT,.T..,TTTT-.T..,4,4,0
107906945690013|81001|2,NTNT,ENN.,NTNT-ENN.,4,2,3
107907394892868|82001|1,TTTT,....,TTTT-....,4,4,0
107990520860107|87001|2,T...,....,T...-....,1,1,0
108023006022781|82001|1,TTTT,TT..,TTTT-TT..,4,4,0
108031406099361|83001|1,E.ET,....,E.ET-....,3,1,1
108033204086341|83001|2,TNNN,....,TNNN-....,4,1,1
108093508015061|81001|3,TTTT,TTTT,TTTT-TTTT,4,4,0
108607572997961|83001|3,T...,....,T...-....,1,1,0
108608535998944|81001|2,NTTT,TTTT,NTTT-TTTT,4,3,1
108900032997105|83001|2,T...,....,T...-....,1,1,0
108902014996102|79001|1,TTTT,TTTT,TTTT-TTTT,4,4,0
108902162994989|80001|1,TTTT,TTTT,TTTT-TTTT,4,4,0
108902501993253|80001|2,TTTT,TTTT,TTTT-TTTT,4,4,0
108902501993253|81001|2,TTTT,TTTT,TTTT-TTTT,4,4,0
108903024793454|80001|1,TTTT,TTTT,TTTT-TTTT,4,4,0
108903933792469|79001|1,TTTT,TTTT,TTTT-TTTT,4,4,0
108904883995411|79001|2,TTTT,....,TTTT-....,4,4,0
108904883995411|83001|1,T...,....,T...-....,1,1,0
108906273999051|80001|2,TTTT,TTTT,TTTT-TTTT,4,4,0
108907144790832|80001|2,TTTT,EEEE,TTTT-EEEE,4,4,0
108907573797960|83001|1,T...,....,T...-....,1,1,0
108909785995273|83001|1,T...,....,T...-....,1,1,0
109010640301001|81001|1,ETTT,TTTT,ETTT-TTTT,4,3,1
109027504039241|79001|2,TTTT,EEEE,TTTT-EEEE,4,4,0
109027504039241|81001|1,TTTT,....,TTTT-....,4,4,0
109043602023831|82001|1,TTTT,TT..,TTTT-TT..,4,4,0
110001096829511|83001|2,TTTT,....,TTTT-....,4,4,0
110009924593062|82001|2,TTTT,TTTT,TTTT-TTTT,4,4,0
110093569600656|83001|1,TTTT,....,TTTT-....,4,4,0
110107930465705|80001|1,N..T,...E,N..T-...E,2,1,1
110109954572562|83001|2,T.N.,....,T.N.-....,2,1,1
110134009312460|87001|1,T...,....,T...-....,1,1,0
110200020557119|83001|2,TTTT,....,TTTT-....,4,4,0
110200061231814|83001|2,TTNN,....,TTNN-....,4,2,1
110200095394410|81001|1,TTTT,NNNN,TTTT-NNNN,4,4,0
110206925986492|80001|2,TTTT,TTTT,TTTT-TTTT,4,4,0
110206925986492|83001|2,TTTT,....,TTTT-....,4,4,0
110209933096516|82001|2,TTTT,TTTT,TTTT-TTTT,4,4,0
110209983979233|80001|1,TTTT,TTTT,TTTT-TTTT,4,4,0
110250579770045|80001|1,TTTT,TTTT,TTTT-TTTT,4,4,0
110260030691506|81001|1,TTTT,....,TTTT-....,4,4,0
110260060690506|81001|1,TTTT,TTNT,TTTT-TTNT,4,4,0
110300988890010|83001|2,TTTT,....,TTTT-....,4,4,0
110309900762086|82001|1,TTTT,T.TT,TTTT-T.TT,4,4,0
110309984872988|80001|1,TTTT,TTTT,TTTT-TTTT,4,4,0
110309984872988|80001|2,TTTT,TTTT,TTTT-TTTT,4,4,0
110309984872988|80001|3,TTTT,TTTT,TTTT-TTTT,4,4,0
110309991775887|83001|1,TTT.,....,TTT.-....,3,3,0
110363096932259|81001|2,TTTT,T..T,TTTT-T..T,4,4,0
110465092735479|81001|1,TTTT,TTTT,TTTT-TTTT,4,4,0
110465092735479|81001|2,TTTT,TTTT,TTTT-TTTT,4,4,0
110500062907916|81001|2,TTTT,TTTT,TTTT-TTTT,4,4,0
110507996829551|80001|2,TTTT,TTTT,TTTT-TTTT,4,4,0
110509940164314|80001|1,TTTT,TTTT,TTTT-TTTT,4,4,0
110530307040183|81001|2,TTTT,NTTT,TTTT-NTTT,4,4,0
110580732600080|79001|1,ETTT,NNTT,ETTT-NNTT,4,3,1
110580732600080|81001|1,TTTT,TTTT,TTTT-TTTT,4,4,0
110600043274713|82001|2,TTTT,TTTT,TTTT-TTTT,4,4,0
110600043274713|83001|1,TTTT,....,TTTT-....,4,4,0
110600096717615|83001|2,TTTT,....,TTTT-....,4,4,0
110709777669530|80001|1,TTNN,NNNN,TTNN-NNNN,4,2,1
110709946436986|80001|2,TTTT,TTTT,TTTT-TTTT,4,4,0
110709967480582|83001|1,TTTT,....,TTTT-....,4,4,0
110726094909092|80001|3,NTTT,....,NTTT-....,4,3,1
110726094909092|83001|2,TEEE,....,TEEE-....,4,1,1
110770207730182|83001|2,T...,....,T...-....,1,1,0
110800037808116|82001|1,TTTT,TTT.,TTTT-TTT.,4,4,0
110800037808116|82001|2,TTTT,TTT.,TTTT-TTT.,4,4,0
110809994691380|80001|1,TT.T,TTTT,TT.T-TTTT,3,3,0
110817096142199|80001|1,TTTT,TTTT,TTTT-TTTT,4,4,0
110817096142199|87001|1,T...,....,T...-....,1,1,0
110900009533711|81001|1,TTTT,T...,TTTT-T...,4,4,0
110904069358464|80001|2,TTTT,TTTT,TTTT-TTTT,4,4,0
110906936008799|80001|2,TTTN,TTTT,TTTN-TTTT,4,3,1
110911062905539|83001|1,TTTT,....,TTTT-....,4,4,0
110911096053129|82001|2,TTTT,TT..,TTTT-TT..,4,4,0
